Temperature,Salinity,DO%,PH,Turbidity
23.97,22.44,88.6,7.72,2.25
23.97,22.45,90.6,7.72,2.47
23.96,22.49,88.2,7.7,2.26
23.99,22.4,92.1,7.73,2.36
23.97,22.46,89.4,7.7,2.3
23.97,22.43,90.7,7.71,2.47
24.08,22.26,104.7,7.82,2.58
24.1,22.2,109.5,7.86,2.58
24.04,22.2,109.4,7.86,2.58
24.04,22.21,108.7,7.85,2.61
23.98,22.19,107.9,7.85,2.62
24.07,22.3,98.9,7.77,2.58
24.15,22.26,111.5,7.86,2.69
24.28,22.04,121,7.93,2.84
24.45,22.03,130.3,7.99,2.74
24.47,21.97,132.6,8.01,2.79
24.46,21.9,132.5,8,2.91
24.63,21.97,137,8.01,3.01
24.71,22.06,139.4,8.02,2.97
24.72,22.06,139.5,8.02,2.9
24.71,22.01,140.8,8.03,2.88
24.62,21.85,134.8,8,3.03
24.58,21.85,135.3,8,3.03
24.75,21.94,143.2,8.05,2.97
24.72,21.9,143.8,8.05,2.99
24.68,21.97,143.6,8.06,2.84
24.77,22.05,143.9,8.05,2.74
24.74,22.08,142.2,8.04,2.69
24.8,22.15,142.2,8.03,2.7
24.82,22.17,140.8,8.02,2.63
24.85,22.17,140.5,8.02,2.73
24.81,22.18,136,7.98,2.76
24.64,22.33,131,7.96,2.5
24.58,22.36,127.8,7.94,2.44
24.61,22.35,128.6,7.95,2.56
24.52,22.36,126,7.93,2.58
24.5,22.38,121.5,7.91,2.68
24.52,22.42,118.4,7.89,2.53
24.45,22.45,111,7.84,2.46
24.17,22.47,103.9,7.79,2.38
24.05,22.49,95.9,7.73,2.27
24.1,22.5,103.3,7.79,2.56
24.24,22.43,105.5,7.8,2.55
23.93,22.58,95.2,7.73,2.47
23.9,22.53,94.4,7.72,2.45
23.86,22.46,89.9,7.7,2.47
23.82,22.41,87.9,7.68,2.52
23.8,22.39,87.3,7.67,2.55
23.79,22.35,86,7.67,2.56
23.76,22.37,86.6,7.67,2.56
23.76,22.34,87.8,7.68,2.74
23.82,22.38,81.9,7.64,2.81
23.83,22.36,81.9,7.65,2.66
23.85,22.34,85.7,7.67,2.38
23.87,22.28,88.6,7.69,2.35
23.86,22.1,97.8,7.76,2.65
23.87,22.06,97.8,7.76,2.65
23.88,22.06,96.5,7.75,2.62
23.88,22.06,97.3,7.76,2.63
23.87,22.05,98.5,7.77,2.6
23.87,22.08,99.5,7.77,2.67
23.91,22.25,87,7.68,2.43
23.89,22.21,87.5,7.69,2.52
23.89,22.19,89.7,7.7,2.57
23.91,22.17,92.1,7.72,2.55
23.92,22.13,95.3,7.75,2.59
23.97,22.22,94.5,7.73,2.47
23.93,22.14,96.8,7.76,2.53
23.98,22.14,101.4,7.8,2.58
23.93,22.02,106.6,7.83,2.65
24.03,22,111.6,7.88,2.68
24.12,22.05,111.1,7.86,2.61
24.1,21.95,114.1,7.89,2.6
24.19,22.09,107.2,7.82,2.57
24.2,22.19,101.6,7.77,3.67
24.09,22.18,98.5,7.76,2.45
23.83,22.13,103.1,7.81,2.45
23.83,22.19,101.6,7.79,2.55
23.76,22.11,104,7.81,2.53
23.78,22.13,104,7.81,2.68
23.99,22.31,100.8,7.78,2.42
24.1,22.26,108.9,7.85,2.53
24.16,22.09,116.1,7.9,2.56
24,22.37,102.4,7.79,2.41
24.12,22.28,106.3,7.82,2.64
24.21,22.25,106,7.81,2.56
24.02,22.47,92.1,7.7,2.48
24,22.5,91.2,7.69,2.39
24.06,22.45,92.9,7.71,2.32
24.29,22.21,110.4,7.84,2.62
24.34,22.14,117.2,7.89,2.71
24.52,21.99,128,7.95,2.92
24.32,22.1,116.7,7.88,2.83
24.42,22.07,124.2,7.92,2.96
24.62,21.97,134.3,7.99,2.77
24.78,21.87,139.4,8.01,2.91
24.73,21.78,135,7.98,3.01
24.86,21.78,139.8,8,2.94
24.96,21.78,143.5,8.02,2.93
24.91,21.74,140.1,8.01,2.96
24.87,21.73,139.7,8,2.93
24.88,21.73,140.4,8.01,2.93
24.98,21.72,142.5,8.02,2.96
25.05,21.59,144.2,8.03,2.87
25.14,21.66,148.8,8.04,2.94
25.18,21.65,151.5,8.06,2.88
25.36,21.76,156,8.07,2.84
25.43,21.75,157.6,8.08,2.91
25.43,21.78,157,8.08,2.89
25.45,21.85,159,8.09,2.83
25.55,21.86,162.8,8.1,2.69
25.29,21.88,159.4,8.07,2.69
,22.08,135.1,7.95,2.4
25.44,21.81,153.7,8.04,2.78
24.95,21.9,141.4,7.98,2.62
25.2,21.82,145,8,2.76
24.71,21.95,139.2,7.97,2.72
24.72,21.95,136.4,7.95,2.75
25.1,21.85,131.3,7.92,2.86
24.86,21.99,127.5,7.9,2.58
24.94,21.92,123.4,7.88,2.69
24.78,22.1,118.4,7.86,2.65
24.59,22.19,115.9,7.85,2.52
24.23,22.22,109.6,7.81,2.53
23.96,22.36,97.4,7.72,2.45
24.02,22.36,96.9,7.72,2.6
23.71,22.38,88.1,7.66,2.61
23.83,22.3,92.4,7.69,2.57
23.88,22.26,97.4,7.72,2.45
23.88,22.08,103.4,7.76,2.67
23.47,22.43,83.2,7.63,2.64
23.59,22.18,89.6,7.67,2.43
23.53,22.25,84,7.64,2.85
23.48,22.4,79.11,7.6,2.47
23.53,22.25,84.5,7.62,2.56
23.61,21.79,90.6,7.67,2.64
23.44,21.94,86.5,7.64,2.55
23.49,22.01,86.3,7.65,2.41
23.47,22.08,82.8,7.62,2.31
23.57,21.97,87.4,7.65,2.59
23.57,21.92,83.3,7.62,2.74
23.6,22.1,80.6,7.61,2.44
23.49,22.28,73.78,7.57,2.18
23.5,22.29,73.86,7.57,2.11
23.48,22.25,74.06,7.56,2.32
23.54,22.35,75.05,7.57,2.15
23.43,22.18,72.79,7.55,2.23
23.43,22.18,73.01,7.56,2.27
23.45,22.24,73.72,7.56,2.25
23.44,22.22,73.52,7.56,2.28
23.45,22.22,73.94,7.56,2.26
23.44,22.17,74.29,7.57,2.39
23.47,22.16,75.34,7.58,2.29
23.48,22.18,76.09,7.58,2.34
23.47,22.18,78.18,7.59,2.27
23.43,22.13,81,7.61,2.23
23.47,22.24,78.45,7.59,2.24
23.52,22.2,80.6,7.61,2.39
23.58,22.19,80.5,7.61,2.31
23.56,22.17,79.3,7.6,2.32
23.62,22.18,79,7.6,2.28
23.67,22.15,86.4,7.66,2.53
23.66,22.15,88.7,7.67,2.58
23.62,22.22,87.3,7.68,2.42
23.66,22.2,89.2,7.68,2.57
23.72,22.15,90.7,7.69,2.52
23.73,22.17,90.2,7.68,2.61
23.64,22.26,86.8,7.66,2.63
23.55,22.35,84,7.63,2.57
23.54,22.36,83.7,7.63,2.59
23.56,22.34,82.6,7.63,2.47
23.67,22.29,86.3,7.64,2.99
23.72,22.23,86.2,7.64,2.78
23.76,22.18,88.5,7.65,2.63
24.03,21.97,98.7,7.73,2.85
23.91,22.01,94.9,7.7,2.71
24.03,21.78,102.1,7.76,2.64
24.17,21.93,98.5,7.72,2.9
24.17,21.82,95.3,7.68,2.83
24.34,21.73,98.4,7.7,2.89
24.25,21.65,101.4,7.73,2.77
24.12,21.59,100.8,7.74,2.9
24.12,21.57,99.8,7.73,3
24.22,21.6,102.8,7.75,3.03
24.23,21.63,103.9,7.76,2.97
24.34,21.57,105.5,7.77,2.97
24.31,21.64,109.2,7.8,2.77
24.31,21.7,110.3,7.8,2.76
24.61,21.77,118.5,7.86,2.55
24.76,21.75,119.3,7.86,2.55
24.68,21.88,124.8,7.9,2.48
24.59,21.89,121.7,7.88,2.39
24.34,21.92,114.2,7.84,2.47
24.08,21.96,115.7,7.86,2.4
24.05,21.93,111.5,7.83,2.37
23.74,22.04,107.7,7.81,2.44
24.01,21.99,101.1,7.75,2.36
23.88,21.99,96.6,7.72,2.29
23.57,22.11,92.9,7.69,2.3
23.5,22.18,93.3,7.7,2.26
23.67,22.13,90.8,7.66,2.47
23.7,22.08,88.9,7.64,2.43
23.74,22.15,90.7,7.67,2.31
23.68,22.18,90.3,7.68,2.28
23.55,21.97,87.9,7.66,2.17
23.33,22,84.9,7.64,2.22
22.94,22.27,73.64,7.57,2.51
23,22.23,76.21,7.59,2.4
23,22.19,74.86,7.58,2.38
22.83,22.24,73.21,7.57,2.44
22.9,22.15,75.15,7.58,2.5
22.67,22.09,74.45,7.58,2.39
22.73,22,74.07,7.57,2.62
22.76,21.97,72.21,7.56,2.59
22.74,22.24,67.55,7.53,2.78
22.75,22.15,67.57,7.53,2.75
22.78,22.07,66.3,7.52,2.48
22.79,22.2,66.3,7.52,2.6
22.59,21.74,69.87,7.53,2.51
22.75,22.22,60.48,7.48,3.27
22.67,21.84,69.72,7.55,2.39
22.73,21.87,71.33,7.56,2.22
22.69,21.75,67.81,7.53,2.59
22.69,21.87,68.51,7.53,2.29
22.95,22.1,69.82,7.55,2.1
23,22.19,69.93,7.56,2.22
23.01,22.15,70.59,7.55,1.99
23.03,22.14,70.25,7.55,2.57
23.02,22.14,70.32,7.55,2.17
23.03,22.14,69.1,7.55,2.07
22.99,22.03,70.46,7.55,2.12
22.94,22.02,72.5,7.57,2.2
23.04,22.04,70.84,7.56,2.2
23.01,22.03,70.11,7.55,2.12
22.96,21.98,70.19,7.56,2.21
22.89,22,69.35,7.56,2.28
22.91,22.05,70.6,7.56,2.23
22.87,21.98,72.27,7.57,2.24
22.95,22.07,71.66,7.57,2.17
22.94,22.19,70.49,7.56,2.01
22.98,22.18,70.11,7.56,2.08
23.03,22.15,69.4,7.55,2.09
23.03,22.11,69.14,7.55,2.13
23,22.08,70.03,7.56,2.26
22.99,22.05,70.55,7.55,2.23
22.99,22.04,72.05,7.56,2.33
23.03,22,75.58,7.59,2.41
23.03,22.13,75.17,7.6,2.25
23.01,21.98,76.77,7.6,2.39
22.99,22.01,77.45,7.61,2.42
22.99,22.03,78.54,7.61,2.39
23.02,22.21,76.27,7.6,2.48
23.03,22.21,76.86,7.6,2.55
23.09,22.18,75.77,7.59,2.72
23.11,22.09,77.42,7.6,2.52
23.14,21.95,79.18,7.6,2.59
23.24,21.7,80.6,7.6,2.57
23.21,21.58,81.3,7.6,2.56
23.31,21.44,81.9,7.6,2.61
23.4,21.44,74.22,7.52,3.27
23.39,21.66,76.87,7.57,3.01
23.28,21.42,67.45,7.48,4.18
23.31,21.28,66.53,7.46,4.13
23.35,21.19,67.41,7.46,4.35
23.54,21.61,80.7,7.61,2.95
23.63,21.72,83.2,7.63,2.63
23.46,21.84,82,7.63,2.6
23.5,21.77,80.8,7.62,2.79
23.54,21.42,78.78,7.59,3.75
23.41,21.81,79.33,7.61,2.99
23.27,21.94,77.82,7.61,2.87
23.22,21.81,76.63,7.6,2.96
23.18,21.83,77.21,7.6,3.01
23.15,21.84,75.91,7.59,2.94
23.37,21.85,84.4,7.64,2.22
23.53,21.97,88.2,7.68,2.05
23.67,21.92,84.1,7.65,2.22
23.38,22.06,85,7.67,2.12
23.33,22.09,85.1,7.67,2.11
23.25,22.1,82.8,7.66,2.17
23.19,22.14,80.4,7.64,2.08
23.04,22.18,77.45,7.62,2.13
22.91,22.26,76.78,7.62,2.15
23.07,22.2,75.86,7.61,2.19
22.73,22.3,73.48,7.6,2.33
22.69,22.29,72.29,7.59,2.39
22.59,22.27,70.3,7.59,2.35
22.56,22.25,70.94,7.59,2.3
22.62,22.21,71.36,7.59,2.34
22.57,22.19,70.8,7.59,2.4
22.5,22.26,71.17,7.59,2.23
22.4,22.21,70.46,7.59,2.36
22.37,22.24,69.84,7.58,2.35
22.33,22.13,70.41,7.58,2.35
22.28,22.06,69.17,7.57,2.45
22.22,22.06,67.79,7.56,2.83
22.17,21.97,68.89,7.57,2.58
22.19,22,67.87,7.56,2.81
22.22,22.04,67.17,7.56,2.7
22.24,22.05,67.64,7.56,2.46
22.06,21.68,69.03,7.56,2.39
22.47,22.01,63.72,7.53,2.36
22.53,22.02,63.63,7.53,2.41
22.57,21.84,61.82,7.51,2.38
22.55,21.72,60.26,7.49,2.61
22.53,21.76,60.07,7.5,2.67
22.65,22.03,61.53,7.52,2.38
22.65,22.02,61.75,7.53,2.47
22.63,22.01,62.43,7.53,2.45
22.6,22.01,63.06,7.53,2.54
22.5,21.83,63.04,7.53,2.54
22.49,21.77,65.61,7.54,2.52
22.51,21.77,67.94,7.57,2.38
22.53,21.93,69.2,7.58,2.34
22.48,21.96,71.26,7.6,2.28
22.37,21.72,74.31,7.61,2.36
22.33,21.73,73.34,7.6,2.4
22.32,21.67,72.94,7.59,2.52
22.39,21.94,74.07,7.62,2.27
22.49,22.09,72.71,7.62,2.07
22.47,22.15,72.07,7.61,2.19
22.53,22.16,72.39,7.62,2.02
22.56,22.17,72.74,7.62,2.06
22.58,22.18,72.99,7.62,2.03
22.58,22.17,73.25,7.62,2.09
22.63,22.17,73.41,7.63,2
22.67,22.27,71.94,7.62,2.04
22.68,22.31,71.63,7.61,2.03
22.67,22.34,72.28,7.62,2.02
22.69,22.31,72.27,7.62,2.1
22.66,22.28,72.68,7.62,2.07
22.64,22.18,73.97,7.63,2.13
22.66,22.38,73.22,7.63,2.2
22.67,22.31,73.79,7.63,2.19
22.68,22.23,74.96,7.63,2.25
22.74,22.21,74.88,7.63,2.64
22.82,22.31,71.18,7.61,2.44
22.82,22.23,73.41,7.62,2.43
22.87,22.19,73.68,7.62,2.44
22.86,22.11,74.28,7.62,2.37
22.92,22,75.15,7.62,2.26
23,22.03,70.7,7.6,2.49
23.08,22.14,76.94,7.65,2.1
23.18,21.92,75.61,7.63,2.3
23.1,21.6,70.73,7.57,2.88
23.15,21.64,70.41,7.57,3.01
23.15,21.78,74.11,7.61,2.56
23.16,21.85,75.03,7.62,2.53
23.18,21.86,74.53,7.62,2.42
23.18,21.86,74.23,7.62,2.45
23.22,21.85,75.31,7.62,2.28
23.19,21.94,75.47,7.63,2.24
23.18,21.95,75.24,7.63,2.14
23.2,21.95,75.61,7.63,2.11
23.17,21.94,74.95,7.63,2.12
23.14,21.96,75.08,7.63,2.2
23,22.04,76.78,7.65,2.15
23.1,22.02,75.24,7.64,2.02
23.01,22.09,75.4,7.64,2.1
22.97,22.12,75.34,7.64,1.97
22.92,22.15,75.97,7.65,1.95
22.83,22.21,72.94,7.63,2.09
22.75,22.21,71.96,7.63,2
22.72,22.22,70.57,7.62,2.01
22.75,22.24,69.26,7.61,2.09
22.69,22.28,69,7.62,1.99
22.61,22.35,68.46,7.61,2.07
22.57,22.38,68.97,7.62,2.08
22.56,22.36,68.5,7.62,2.08
22.49,22.39,68.35,7.62,2.02
22.52,22.32,66.88,7.61,2.12
22.45,22.28,66.69,7.6,2.11
22.4,22.21,66.72,7.6,2.32
22.38,22.19,66.07,7.6,2.12
22.34,22.21,65.85,7.6,2.17
22.3,22.13,65.6,7.59,2.31
22.32,22.2,63.43,7.58,2.84
22.31,22.14,63.67,7.58,2.5
22.35,22.13,62.79,7.57,2.73
22.31,22.08,63.44,7.58,2.75
22.37,21.98,63.03,7.57,2.8
22.53,22.1,61.95,7.57,2.35
22.21,21.63,65.77,7.58,2.21
22.38,21.5,62.16,7.54,2.23
22.94,21.88,57.92,7.53,2.22
22.69,21.75,61.47,7.55,2.11
22.37,21.48,64.84,7.57,2.27
22.43,21.59,64.04,7.56,2.24
22.53,21.64,62.25,7.55,2.31
22.59,21.69,61.71,7.55,2.29
22.64,21.69,61.59,7.55,2.36
22.71,21.63,62.04,7.55,2.27
22.7,21.59,62.99,7.56,2.19
22.7,21.57,63.91,7.57,2.29
22.76,21.57,64.21,7.57,2.26
22.77,21.57,65.09,7.57,2.23
22.83,21.68,66.94,7.59,2.16
22.9,21.73,66.39,7.59,2.11
22.9,21.73,67.44,7.6,2.17
22.92,21.69,69.86,7.62,2.15
23.04,21.91,69.47,7.63,2.12
23.01,21.84,69.5,7.63,2.02
22.92,21.97,67.4,7.62,2.04
22.98,22.05,70.01,7.64,1.98
23.02,21.97,67.43,7.62,2.06
23.07,22.05,66.76,7.62,2.11
23.09,22.06,67.87,7.63,2.11
23.1,22.06,67.88,7.63,2.07
23.07,22.04,70.64,7.65,2.04
23.09,22.08,66.46,7.62,2.05
23.06,22.1,67.96,7.63,2.19
23.05,22.09,69.39,7.64,2.09
23.02,22.18,69.5,7.65,2.15
23.02,22.16,70.04,7.65,2.05
23.06,22.06,70.5,7.65,2.14
23.02,22.18,68.93,7.64,2.25
23.1,21.89,72.28,7.65,2.28
23.05,22,70.38,7.65,2.36
23.08,22.04,71.56,7.65,2.41
23.16,21.88,73.18,7.66,2.52
23.17,21.97,71.37,7.65,2.48
23.26,21.67,75.06,7.66,2.42
23.19,21.99,68.95,7.64,2.39
23.28,21.62,74.23,7.66,2.3
23.28,21.48,72.38,7.63,2.25
23.42,21.58,73.64,7.66,2.42
23.28,21.59,69.67,7.62,2.62
23.48,21.29,72.09,7.63,2.56
23.54,21.12,72.11,7.62,2.66
23.56,21.23,74.11,7.64,2.63
23.37,21.51,72.71,7.65,2.62
23.25,21.67,71.41,7.66,2.47
23.1,21.78,69.44,7.64,3.03
23.24,21.66,70.95,7.65,2.5
23.04,21.84,69.79,7.65,2.74
23.08,21.73,69.96,7.64,2.57
23.21,21.63,70.57,7.65,2.22
23.03,21.71,71.81,7.66,2.52
23.03,21.64,74.01,7.67,1.98
23.06,21.64,74.34,7.67,1.92
23.24,21.63,70.97,7.65,2.01
23.11,21.77,71.1,7.66,2.04
23.2,21.89,70.24,7.65,2.14
23.12,21.9,71.39,7.67,2.18
22.95,21.9,71.9,7.67,1.88
23.02,21.89,70.92,7.66,1.97
22.97,21.91,69.94,7.66,1.89
22.9,21.93,68.78,7.65,1.85
22.85,21.97,69.14,7.66,1.87
22.82,22,69.58,7.66,1.86
22.81,21.99,69.06,7.66,1.88
22.75,22.03,67.91,7.65,1.97
22.75,21.98,67.85,7.65,2.08
22.75,21.9,67.41,7.65,1.99
22.75,21.92,67.11,7.65,2.15
22.76,21.9,66.86,7.64,2.19
22.67,22.02,69.09,7.64,2.16
22.73,21.39,71.57,7.64,1.94
22.72,21.33,70.58,7.64,2.03
22.75,21.26,65.73,7.62,2.11
22.79,21.26,64.38,7.61,2.17
22.87,21.28,62.56,7.61,1.92
22.92,21.3,64.54,7.61,1.91
22.93,21.32,63.64,7.61,1.72
22.85,21.12,64.94,7.61,1.73
23.02,21.49,55.23,7.61,1.76
22.97,21.3,66.95,7.65,1.52
22.86,21.09,67.18,7.64,1.54
22.89,21.08,69.08,7.64,1.78
22.91,21.15,70.37,7.64,1.9
22.93,21.22,70.88,7.64,1.53
22.98,21.25,71.58,7.66,1.63
22.98,21.26,71.69,7.65,1.45
22.96,21.23,72.93,7.66,1.81
22.99,21.24,72.49,7.66,1.65
23,21.21,74.65,7.68,1.48
23.03,21.23,74.71,7.69,1.59
23.05,21.23,75.3,7.69,1.35
23.1,21.26,77.39,7.71,1.48
23.11,21.3,76.44,7.72,1.37
23.18,21.37,76.81,7.71,1.42
23.22,21.35,68.67,7.69,1.42
23.11,21.33,72.13,7.68,1.37
23.09,21.34,72.58,7.69,1.4
23.12,21.38,73.11,7.7,1.61
23.16,21.37,70.48,7.7,2.25
23.21,21.44,76.79,7.71,1.73
23.23,21.45,74.55,7.71,1.57
23.21,21.44,75.55,7.72,1.44
23.18,21.42,76.56,7.73,1.67
23.17,21.47,76.21,7.73,1.58
23.21,21.49,76.22,7.72,1.55
23.24,21.46,77.79,7.72,1.59
23.23,21.45,77.92,7.72,1.53
23.22,21.45,77.7,7.72,1.72
23.22,21.44,78.15,7.72,1.73
23.22,21.43,77.16,7.71,1.81
23.21,21.52,76.25,7.72,1.77
23.25,21.48,76.04,7.72,1.57
23.28,21.39,76.45,7.72,1.81
23.29,21.37,80.3,7.73,1.95
23.33,21.31,76.79,7.73,2
23.35,21.2,83.6,7.75,1.81
23.33,21.18,82.3,7.74,1.71
23.39,20.89,84.8,7.73,1.85
23.4,21.02,83.5,7.73,1.96
23.45,20.78,84.3,7.73,2.64
23.48,20.84,84.3,7.73,2.65
23.5,20.84,82.2,7.72,2.51
23.44,20.77,77.56,7.67,2.69
23.45,20.67,77.11,7.66,2.6
23.4,20.74,76.91,7.67,2.82
23.34,20.69,74.43,7.65,3.35
23.36,20.76,73.19,7.65,2.98
23.33,20.76,75.95,7.67,3.14
23.23,20.87,74.26,7.66,3.33
23.19,20.94,76.99,7.68,2.75
23.22,20.92,77.15,7.68,2.62
23.22,20.95,78.62,7.7,
23.26,20.85,78.56,7.69,
23.26,20.98,79.17,7.71,2.16
23.25,21.13,79.84,7.72,1.89
23.2,21.19,80.1,7.73,1.93
23.22,21.22,79.49,7.73,1.92
23.18,21.25,79.18,7.73,3.85
23.19,21.28,77.88,7.73,1.9
23.09,21.4,77.58,7.74,2
23.09,21.39,76.9,7.74,
23.05,21.42,76.11,7.74,1.81
23.01,21.48,74.16,7.73,1.66
22.99,21.5,72.9,7.72,1.69
22.92,21.55,74.44,7.74,1.78
22.91,21.53,74.25,7.73,1.84
22.89,21.56,73.24,7.73,1.82
22.88,21.54,72.73,7.72,1.7
22.87,21.52,72.67,7.72,1.82
22.88,21.54,70.72,7.71,1.95
22.88,21.5,71.73,7.72,2.05
22.89,21.5,71.3,7.72,2.17
22.87,21.49,71.96,7.72,2.43
22.88,21.47,72.97,7.73,2.17
22.88,21.46,74.09,7.74,2.52
22.82,21.38,75.21,7.73,1.95
22.86,21.34,74.98,7.73,2.11
22.89,21.23,73.11,7.71,2.2
22.94,21.16,70.73,7.69,2.29
22.92,21.09,73.35,7.71,2.1
22.99,21.03,70.94,7.68,2.24
23.04,20.98,68.13,7.66,2.29
23.08,20.91,66.06,7.64,2.3
23.07,20.87,66.38,7.63,2.28
23.04,20.88,68.77,7.65,2.29
23.09,20.91,68.01,7.65,2.33
23.07,20.9,69.89,7.67,2.38
23,21,74.52,7.71,2.39
23.03,21.03,75.7,7.72,2.42
23.07,21.11,77.7,7.74,2.29
23.1,21.12,77.87,7.75,5.43
23.1,21.16,78.43,7.75,2.34
23.12,21.2,79.07,7.76,2.14
23.13,21.22,79.8,7.77,2.18
23.15,21.29,80.5,7.78,2.09
23.14,21.28,80.6,7.78,2.05
23.14,21.31,81.5,7.79,1.98
23.18,21.37,81.2,7.79,1.98
23.23,21.37,80.5,7.79,2
23.25,21.33,81,7.8,2.04
23.27,21.34,80.2,7.79,2
23.3,21.33,79.68,7.79,2.09
23.32,21.38,79.56,7.79,2.02
23.35,21.41,79.19,7.79,1.96
23.38,21.49,79.7,7.8,1.98
23.38,21.49,80.3,7.81,2.02
23.38,21.47,81.2,7.81,1.99
23.38,21.46,81.8,7.82,2.04
23.4,21.5,82,7.82,2.07
23.43,21.47,82.5,7.82,1.99
23.45,21.45,82.6,7.83,2.11
23.46,21.46,82.6,7.83,2.19
23.47,21.44,82.9,7.83,2.19
23.48,21.43,83.2,7.83,2.29
23.56,21.5,82.7,7.83,2.13
23.57,21.49,84.1,7.84,2.26
23.59,21.5,84.2,7.84,2.28
23.61,21.29,85.2,7.84,2.34
23.62,21.15,85.2,7.84,2.53
23.68,21.02,82.6,7.81,3.13
23.7,20.96,81.6,7.8,3.17
23.73,20.9,82,7.8,3.53
23.73,20.88,81.9,7.8,3.57
23.75,20.85,83,7.81,3.78
23.77,20.87,83,7.81,3.66
23.78,20.89,80.4,7.79,3.61
23.8,20.93,78.84,7.78,3.78
23.82,20.98,78.51,7.79,3.7
23.82,21.03,82.1,7.81,3.81
23.84,21.17,87.3,7.86,3.23
23.86,21.24,86.5,7.86,3.13
23.87,21.36,88.6,7.88,2.29
23.86,21.46,89.3,7.89,2.23
23.87,21.45,87.7,7.87,2.02
23.84,21.6,87.7,7.88,1.84
23.81,21.71,87.7,7.88,1.94
23.72,21.77,89.4,7.9,2
23.76,21.71,91.6,7.92,2.05
23.76,21.66,90.3,7.91,1.97
23.75,21.62,85.8,7.88,2.06
23.75,21.58,83.9,7.87,1.96
23.76,21.58,81.6,7.85,1.98
23.75,21.6,79.8,7.84,2.24
23.76,21.65,78.54,7.84,1.89
23.74,21.71,76.45,7.83,1.78
23.7,21.64,77.52,7.84,1.92
23.68,21.69,76.22,7.83,2.03
23.68,21.68,74.94,7.82,2.15
23.69,21.68,74.34,7.82,1.93
23.73,21.68,73.31,7.81,2.28
23.72,21.63,74.3,7.82,2.17
23.76,21.66,74.18,7.82,2.24
23.78,21.63,75.04,7.83,2.41
23.85,21.64,74.54,7.83,2.32
23.86,21.63,75.41,7.84,2.73
23.81,21.57,77.38,7.85,1.98
23.84,21.58,78.04,7.85,2
23.95,21.39,76.33,7.85,2.36
23.99,21.38,76.36,7.85,2.61
23.93,21.26,81.2,7.88,2.6
23.94,21.2,82,7.89,2.75
23.95,21.14,83.9,7.9,2.83
23.98,21.11,85,7.91,2.84
24,21.11,85.6,7.91,3.05
24.01,21.12,86.4,7.92,2.89
24.04,21.15,87.8,7.93,2.91
24.09,21.19,88.4,7.93,2.82
24.08,21.22,89.1,7.94,3.15
24.05,21.24,90.3,7.95,2.83
24.04,21.29,90.9,7.95,2.72
24.06,21.39,90.8,7.96,2.73
24,21.51,92.8,7.96,2.15
24.03,21.52,92.1,7.95,2.13
24.01,21.56,91.2,7.94,2
24.04,21.6,97.6,8.01,2.07
24.01,21.61,97.8,8.01,2.12
24.05,21.67,94.7,7.99,2.11
24.06,21.67,96.6,8,2.06
24.1,21.68,96.5,8,2.06
24.13,21.69,97,8.01,2.06
24.14,21.71,96.9,8,2.12
24.16,21.72,95,7.99,2.02
24.17,21.76,94.6,7.99,2.06
24.17,21.76,94.7,7.99,2.02
24.17,21.75,95.6,7.99,2.21
24.17,21.75,96.2,7.99,2.09
24.18,21.77,95.6,7.99,2.01
24.21,21.73,96.6,7.99,2.05
24.2,21.9,92.4,7.97,2.26
24.28,21.74,97.4,7.99,2.16
24.29,21.74,97.2,7.99,2.24
24.27,21.78,93.1,7.97,2.27
24.29,21.73,98.7,8,2.42
24.29,21.74,100.7,8.01,2.48
24.29,21.73,100.9,8.02,2.59
24.3,21.72,104.9,8.05,2.39
24.36,21.67,102.9,8.03,2.75
24.4,21.69,101.3,8.01,2.39
24.4,21.6,105.9,8.04,2.56
24.45,21.46,103.4,8.01,3
24.4,21.5,107.3,8.05,3.04
24.49,21.35,119.5,8.11,3.12
24.5,21.33,133.7,8.2,3.73
24.49,21.33,139,8.23,3.91
24.47,21.35,130.9,8.18,3.54
24.46,21.36,130.5,8.18,3.68
24.45,21.38,118,8.1,3.42
24.45,21.37,111.8,8.06,3.29
24.45,21.36,114.2,8.08,3.27
24.41,21.39,107.6,8.03,3.07
24.4,21.4,101.1,7.99,3.01
24.27,21.51,103.4,8.02,2.92
24.28,21.6,105,8.04,2.82
24.28,21.6,105.2,8.04,2.61
24.27,21.59,100.3,8.01,2.34
24.28,21.64,100,8.01,2.26
24.27,21.68,99.6,8.01,2.2
24.2,21.68,98.1,8.01,2.17
24.18,21.69,95.6,7.99,2.19
24.19,21.71,93.3,7.98,2.07
24.2,21.72,91.7,7.97,2.09
24.22,21.75,90.1,7.96,1.97
24.23,21.76,89.6,7.96,1.94
24.22,21.87,89.1,7.95,1.92
24.23,21.88,87.6,7.94,1.91
24.19,21.7,88.9,7.94,2.33
24.25,21.83,90,7.97,2.01
24.26,21.96,86,7.93,2.13
24.31,21.83,88.5,7.96,1.99
24.32,21.81,88.4,7.96,1.86
24.33,21.78,90,7.97,1.9
24.35,21.8,89,7.97,2.07
24.41,21.73,90.6,7.99,2
24.39,21.73,91.4,7.97,2.5
24.43,21.7,88.7,7.94,2.05
24.44,21.68,88.9,7.94,2.51
24.49,21.68,89.7,7.96,2.16
24.52,21.7,89.5,7.96,2.06
24.56,21.62,84.2,7.92,2.39
24.56,21.46,87.5,7.94,3.06
